Customer Satisfaction Score,Response Time,Daily User Logins,Average Session Duration,Survey Response Rate,Transaction Amount,Product Rating,Preferred Communication Channel,Membership Status,Product Category Preference,High-Value Purchase Count,Customer Support Calls,Website Click-Through Rate,Newsletter Open Rate,Social Media Engagement Score,Referral Count,Account Age,Feedback Score,Product Return Rate,Marketing Email Click Rate,Subscription Status,Product Upsell Success,Customer Segment Group,Interest in New Product,Income Level
87,42.09,80,80.38,5.98,41.21,69,SMS,Yes,Platinum,15.12,494.38,3,15.0,51.23,57,15,76,No,92.06,1,1,D,Yes,Medium
36,15.08,34,2.93,50.24,89.67,80,Email,Yes,Basic,19.09,75.24,32,25.3,16.13,49,9,79,No,44.70,0,0,B,No,Low
6,36.67,58,46.06,18.16,29.93,30,Phone,Yes,Gold,82.26,42.12,44,54.9,59.57,59,3,82,No,29.23,0,0,B,Yes,Medium
10,30.15,51,30.49,49.61,50.25,50,SMS,Yes,Basic,0.38,38.03,29,21.8,25.16,94,49,85,No,17.44,1,1,C,No,Low
42,15.54,68,79.69,4.74,98.72,70,Email,Yes,Gold,22.06,49.42,78,66.0,43.59,12,96,27,No,64.55,0,1,B,No,Medium
17,58.45,2,19.62,0.25,18.05,47,Phone,Yes,Platinum,67.50,93.64,45,27.2,12.27,67,84,18,No,52.63,1,1,B,No,High
78,55.54,28,92.86,23.78,25.27,35,SMS,Yes,Basic,97.63,78.33,17,78.8,74.83,23,33,71,No,20.82,1,0,C,Yes,Medium
68,99.62,68,62.02,98.97,6.07,7,Email,Yes,Basic,30.64,67.44,88,9.4,54.01,30,67,55,No,3.77,1,1,D,No,Medium
40,81.18,28,0.63,85.52,11.94,2,Phone,Yes,Gold,81.42,40.56,49,26.5,51.15,77,91,97,No,99.00,1,0,D,Yes,High
92,79.18,10,77.69,84.40,90.53,54,SMS,Yes,Platinum,64.68,54.76,48,99.6,33.76,9,77,21,No,9.58,0,1,C,Yes,High
31,43.66,50,99.07,6.89,69.67,36,Email,Yes,Platinum,75.35,24.04,76,82.8,43.08,57,97,85,No,66.46,1,0,D,Yes,Medium
83,10.62,99,60.95,22.29,67.43,86,Phone,Yes,Platinum,1.35,90.03,95,3.8,29.42,37,35,76,No,95.66,1,1,C,Yes,High
37,16.60,5,10.63,90.13,28.04,8,SMS,Yes,Gold,62.16,59.14,4,46.0,43.58,55,74,28,No,79.27,0,0,A,No,High
87,83.99,31,16.28,37.90,28.84,95,Email,Yes,Gold,8.65,26.03,44,59.5,32.77,50,20,57,No,84.93,1,1,D,Yes,Medium
79,27.34,68,9.74,82.18,98.82,37,Phone,Yes,Platinum,0.99,65.35,65,38.2,21.93,24,80,7,No,30.68,0,0,C,Yes,High
60,69.77,43,92.60,50.19,55.18,52,SMS,Yes,Basic,71.82,28.93,39,92.0,56.64,10,80,26,No,51.00,1,1,C,No,High
100,40.21,86,54.92,66.66,15.63,27,Email,Yes,Gold,50.69,5.10,46,62.9,74.47,14,17,47,No,35.60,0,0,D,Yes,High
70,47.51,61,5.40,89.00,24.39,67,Phone,Yes,Gold,97.79,27.84,95,15.6,38.92,14,0,26,No,98.63,0,0,B,Yes,Medium
83,50.49,65,59.70,63.82,23.01,37,SMS,Yes,Gold,76.07,20.64,44,18.1,61.40,85,77,94,No,77.20,1,1,C,Yes,Medium
20,94.43,39,69.09,78.82,84.32,82,Email,Yes,Basic,66.73,83.67,35,29.7,34.37,55,5,78,No,13.28,0,1,A,Yes,High
85,85.22,58,86.65,77.86,95.32,6,Phone,Yes,Platinum,60.56,42.61,51,83.0,92.91,73,76,32,No,88.52,0,0,D,No,Medium
58,53.64,94,69.48,29.40,16.15,85,SMS,Yes,Platinum,10.75,5.71,38,36.2,67.38,63,97,86,No,50.00,0,1,D,Yes,Medium
97,58.16,10,57.33,59.76,78.92,5,Email,Yes,Basic,19.14,87.06,15,84.1,27.73,96,70,40,No,23.52,1,0,A,No,Medium
98,75.78,21,79.16,32.21,99.58,38,Phone,Yes,Gold,10.92,95.36,29,29.5,4.61,25,42,37,No,4.07,0,1,C,Yes,High
55,30.23,63,98.95,4.12,16.87,18,SMS,Yes,Basic,92.89,1.16,36,76.1,15.45,8,63,1,No,6.69,0,1,C,No,High
85,70.58,20,71.61,70.86,99.77,39,Email,Yes,Gold,9.16,17.53,85,81.9,30.54,60,38,1,No,5.43,0,1,D,Yes,Medium
67,89.42,16,21.47,57.38,50.84,52,Phone,Yes,Platinum,76.04,23.25,37,8.9,44.56,80,10,28,No,10.39,0,0,D,No,High
26,65.52,44,97.08,49.61,50.25,50,SMS,Yes,Basic,70.44,27.96,83,57.9,44.69,87,39,65,No,59.27,1,1,C,Yes,Medium
31,88.41,40,69.45,8.67,20.02,76,Email,Yes,Basic,90.13,51.59,56,8.4,36.52,16,53,55,No,87.83,0,0,D,Yes,High
63,1.31,25,59.14,49.61,50.25,50,Phone,Yes,Gold,53.83,1.46,67,62.0,7.86,75,52,20,No,59.55,1,1,C,Yes,Low
85,17.53,6,71.19,72.26,17.71,67,SMS,Yes,Platinum,52.04,80.45,50,29.8,88.40,6,80,78,No,19.83,0,0,D,Yes,Medium
34,64.33,66,35.33,14.33,55.23,63,Email,Yes,Platinum,5.44,89.45,33,63.2,91.61,81,64,70,No,81.21,0,1,A,Yes,Medium
43,66.22,15,1.74,39.69,32.22,42,Phone,Yes,Platinum,17.93,61.85,66,48.4,21.28,3,27,46,No,85.38,0,1,B,Yes,High
91,33.81,1,98.70,49.05,78.57,81,SMS,Yes,Gold,22.02,11.76,54,12.0,34.61,19,71,87,No,41.02,1,1,B,Yes,Low
23,26.43,26,50.57,39.11,63.93,51,Email,Yes,Gold,15.32,16.69,80,70.3,50.65,31,46,64,No,55.59,0,0,C,No,Medium
48,69.90,31,66.91,58.11,43.89,90,Phone,Yes,Platinum,73.81,79.17,64,37.9,34.86,65,13,82,No,63.04,1,0,B,No,Low
7,84.02,88,16.45,30.95,28.23,94,SMS,Yes,Basic,72.99,88.80,39,13.6,58.57,21,6,89,No,97.59,1,1,B,No,Low
26,95.16,73,13.37,9.28,84.28,80,Email,Yes,Gold,60.27,93.21,17,51.5,15.78,44,20,84,No,41.71,0,0,A,No,Low
55,42.77,28,79.26,12.86,97.41,2,Phone,Yes,Platinum,21.61,73.62,36,3.9,87.77,94,62,81,No,26.88,0,1,C,Yes,High
1,23.78,45,32.34,3.27,11.63,55,SMS,Yes,Gold,16.33,12.21,84,33.9,43.22,95,42,0,No,1.41,0,0,A,No,Medium
77,93.07,9,80.03,12.87,8.03,96,Email,Yes,Basic,26.32,46.43,62,86.9,0.31,21,10,10,No,93.61,0,0,D,Yes,High
32,83.25,47,50.36,22.93,64.84,89,Phone,Yes,Platinum,79.27,47.50,34,42.0,9.12,87,96,48,No,66.47,1,1,C,Yes,Medium
83,43.98,75,58.12,49.61,50.25,50,SMS,Yes,Platinum,65.02,85.36,49,18.2,76.80,92,34,78,No,94.26,1,1,D,Yes,Low
90,5.27,12,82.61,94.61,30.77,1,Email,Yes,Basic,4.76,21.26,89,15.5,75.92,36,66,7,No,42.48,1,1,B,Yes,Low
93,21.17,49,7.23,56.17,49.72,41,Phone,Yes,Gold,63.30,57.22,69,14.4,93.26,28,66,61,No,87.90,1,1,D,No,Low
84,31.53,48,48.86,61.80,88.40,17,SMS,Yes,Basic,91.96,0.82,12,73.3,26.34,72,83,25,No,14.53,1,1,C,Yes,High
87,7.88,66,15.15,49.61,50.25,50,Email,Yes,Gold,73.96,82.04,4,37.6,55.73,61,58,69,No,39.06,0,1,C,Yes,Low
65,58.50,21,50.60,88.44,86.86,75,Phone,Yes,Platinum,11.10,81.73,29,76.7,81.46,89,75,56,No,32.06,0,1,B,Yes,High
72,18.46,98,36.66,41.21,40.45,82,SMS,Yes,Basic,22.03,6.54,77,21.9,88.91,13,62,69,No,31.60,0,0,C,Yes,Medium
95,89.64,24,26.28,98.14,23.66,95,Email,Yes,Basic,47.62,83.31,33,31.1,92.03,8,55,50,No,8.78,0,0,D,Yes,Medium
55,37.97,13,24.75,41.94,92.41,20,Phone,Yes,Gold,96.56,19.09,2,32.2,14.97,55,90,69,No,11.61,0,1,B,No,Low
87,41.42,76,47.12,23.31,24.10,40,SMS,Yes,Platinum,95.39,57.77,41,24.3,19.59,66,85,40,No,70.67,1,0,C,No,Medium
24,68.00,27,81.44,2.95,19.03,28,Email,Yes,Platinum,44.05,987.07,85,40.0,99.45,85,97,87,No,94.38,0,0,D,Yes,Medium
72,84.98,41,54.48,1.07,14.61,64,Phone,Yes,Platinum,34.41,71.64,61,7.0,75.99,26,67,12,No,8.03,1,0,D,Yes,Low
80,4.12,70,65.54,26.55,7.75,92,SMS,Yes,Gold,21.67,47.56,5,99.3,44.76,100,39,35,No,32.95,0,0,B,No,High
54,6.14,0,93.56,74.22,68.64,44,Email,Yes,Gold,72.63,36.58,99,6.7,7.97,92,65,33,No,45.28,1,0,D,No,High
48,4.99,88,55.99,29.30,68.70,80,Phone,Yes,Platinum,85.99,23.47,2,64.3,15.29,99,87,61,No,47.05,0,0,C,Yes,Medium
95,73.14,41,20.70,18.00,14.49,22,SMS,Yes,Basic,54.87,34.13,70,98.8,68.90,6,48,77,No,95.11,0,1,C,No,High
14,28.56,52,99.61,49.61,50.25,50,Email,Yes,Gold,68.95,91.43,20,82.1,94.93,37,11,82,No,21.27,1,1,D,No,Low
89,56.73,57,61.94,27.38,75.86,66,Phone,Yes,Gold,16.09,91.91,37,96.4,40.19,15,88,80,No,8.94,1,0,A,No,High
13,51.95,64,89.86,27.99,79.42,80,SMS,Yes,Gold,78.95,55.44,81,62.2,65.33,3,9,73,No,54.22,1,1,C,No,Low
60,56.31,76,31.86,37.35,39.16,76,Email,Yes,Platinum,49.34,10.92,67,73.9,50.02,65,17,37,No,38.72,0,0,A,Yes,High
14,25.27,20,70.74,82.00,72.04,64,Phone,Yes,Platinum,4.69,90.76,8,50.3,51.31,84,91,94,No,67.90,0,1,C,Yes,Medium
20,42.95,24,39.23,49.61,50.25,50,SMS,Yes,Basic,60.65,39.65,82,93.0,0.56,8,67,24,No,66.74,1,0,D,Yes,Low
0,97.89,17,74.21,49.61,50.25,50,Email,Yes,Gold,49.82,50.46,79,12.4,8.27,40,89,86,No,88.88,0,1,C,No,High
62,58.49,60,18.93,79.19,43.36,47,Phone,Yes,Basic,67.65,88.04,13,73.5,91.83,42,29,68,No,38.43,1,0,A,No,High
48,66.03,76,48.06,98.70,91.47,6,SMS,Yes,Gold,31.20,42.48,5,12.7,9.62,5,48,33,No,10.28,1,1,A,No,Medium
6,95.25,5,24.11,49.61,50.25,50,Email,Yes,Platinum,57.12,69.09,4,44.2,78.59,47,87,83,No,13.00,1,1,A,No,High
27,3.98,26,9.82,39.43,96.68,70,Phone,Yes,Basic,90.83,96.16,10,88.0,22.51,40,35,68,No,10.91,1,0,D,Yes,Medium
7,15.11,99,87.12,13.33,58.03,38,SMS,Yes,Basic,473.13,12.55,49,90.7,99.55,94,99,2,No,27.29,1,1,D,No,Low
29,98.12,89,19.19,27.55,10.86,99,Email,Yes,Gold,74.79,20.38,93,52.7,9.25,40,60,35,No,88.20,1,1,C,Yes,Medium
29,93.40,91,15.58,82.26,70.29,98,Phone,Yes,Platinum,6.94,4.68,12,29.6,25.91,73,72,97,No,93.85,1,0,D,Yes,High
75,72.52,100,91.19,68.47,71.24,95,SMS,Yes,Platinum,11.14,83.03,25,56.4,40.54,35,31,86,No,52.34,0,1,B,Yes,High
94,35.16,99,30.47,10.89,19.14,43,Email,Yes,Platinum,56.20,83.88,84,72.6,95.24,59,1,29,No,54.73,1,1,B,Yes,High
99,3.13,46,98.81,97.72,33.07,0,Phone,Yes,Gold,93.43,33.27,61,72.2,34.54,35,47,84,No,63.15,0,1,B,No,Medium
60,72.20,14,89.43,4.25,64.07,62,SMS,Yes,Gold,27.17,88.21,86,6.4,28.93,89,24,100,No,73.91,1,1,C,Yes,Low
60,20.55,45,51.22,41.28,19.79,46,Email,Yes,Platinum,16.15,27.27,8,13.6,25.07,20,21,23,No,12.56,1,0,A,No,High
50,84.20,6,54.23,49.61,50.25,50,Phone,Yes,Basic,67.08,95.24,80,17.7,27.92,76,47,55,No,10.33,1,0,C,No,Medium
19,11.26,2,91.29,34.57,8.58,47,SMS,Yes,Gold,763.25,58.01,66,66.8,43.30,64,30,44,No,32.91,0,1,D,Yes,Low
98,55.70,89,57.01,49.61,50.25,50,Email,Yes,Gold,80.60,6.91,64,64.0,18.25,70,71,35,No,83.28,1,1,D,No,High
53,33.64,71,62.08,23.29,87.69,7,Phone,Yes,Gold,82.64,65.63,76,41.5,94.24,34,53,93,No,10.88,1,0,C,No,High
26,43.27,43,3.61,45.32,47.98,67,SMS,Yes,Platinum,40.97,57.15,20,39.3,68.62,41,91,62,No,48.74,0,1,B,Yes,Medium
11,64.97,24,58.78,79.22,57.69,42,Email,Yes,Platinum,69.70,51.44,28,79.8,51.06,6,92,77,No,43.68,0,1,B,No,Medium
20,27.33,29,73.97,14.01,77.76,52,Phone,Yes,Basic,31.75,42.95,74,62.6,74.80,71,82,20,No,47.58,0,1,A,No,High
42,12.77,18,71.30,0.48,88.98,63,SMS,Yes,Gold,92.16,71.23,34,7.1,32.57,18,79,72,No,88.58,0,1,C,Yes,High
57,36.68,48,60.81,36.84,10.60,14,Email,Yes,Basic,83.42,34.90,83,53.3,15.91,61,68,8,No,0.54,1,0,D,No,Medium
32,82.56,40,41.51,46.90,75.18,48,Phone,Yes,Gold,50.79,2.99,28,60.7,35.47,71,39,98,No,79.98,1,1,B,Yes,Medium
37,28.94,96,20.99,75.86,67.47,30,SMS,Yes,Platinum,96.81,73.25,85,8.3,38.40,33,56,18,No,65.44,1,0,D,Yes,Medium
23,77.81,14,42.72,74.48,57.38,55,Email,Yes,Basic,2.36,86.91,35,41.7,25.84,88,64,45,No,38.04,1,0,D,Yes,Low
4,17.41,25,89.05,61.12,95.83,34,Phone,Yes,Basic,52.79,690.68,58,76.6,66.81,96,95,42,No,1.11,1,1,B,Yes,Medium
19,51.40,10,82.77,78.00,38.65,91,SMS,Yes,Gold,32.96,8.44,17,86.3,60.69,24,50,11,No,90.78,1,1,A,Yes,High
27,56.51,56,1.62,65.41,78.83,62,Email,Yes,Platinum,69.73,18.86,9,9.7,76.84,3,29,13,No,50.35,1,0,C,No,High
59,93.35,5,26.69,28.50,63.18,65,Phone,Yes,Platinum,75.63,93.43,83,40.2,12.19,63,35,43,No,93.65,1,1,A,No,High
56,3.46,36,91.88,49.99,72.66,27,SMS,Yes,Platinum,99.03,84.66,55,60.9,82.42,2,95,53,No,76.45,0,0,C,Yes,Low
60,43.66,6,97.56,42.51,85.11,7,Email,Yes,Gold,66.18,90.98,32,10.9,86.46,33,23,49,No,29.70,0,1,B,Yes,High
92,10.09,82,93.18,68.66,99.64,34,Phone,Yes,Gold,70.47,50.96,19,17.4,71.34,71,53,50,No,42.93,0,1,C,Yes,High
15,39.91,13,46.61,49.61,50.25,50,SMS,Yes,Platinum,9.38,62.09,84,87.4,68.84,20,20,88,No,68.61,0,0,D,Yes,High
86,40.66,11,99.78,14.53,51.56,26,Email,Yes,Basic,96.83,41.01,7,66.3,37.66,99,9,12,No,75.86,1,0,D,Yes,Medium
85,6.51,41,74.76,0.38,87.80,71,Phone,Yes,Gold,65.22,88.20,88,40.9,23.77,26,77,93,No,1.50,0,1,A,No,Low
97,97.71,33,96.37,29.99,85.45,21,SMS,Yes,Gold,93.48,21.42,99,10.9,1.00,87,59,42,No,57.49,1,1,B,Yes,High
66,33.94,33,47.72,25.93,37.64,84,Email,Yes,Gold,42.71,63.59,81,73.8,3.55,73,72,10,No,78.79,0,0,B,No,Low
45,52.33,86,71.62,99.04,7.87,13,Phone,Yes,Platinum,68.36,13.27,10,46.0,37.59,83,84,12,No,56.42,0,0,D,Yes,Low
10,53.08,65,89.09,73.39,96.11,76,SMS,Yes,Platinum,56.60,57.21,70,8.3,74.67,14,3,52,No,3.49,0,1,C,No,Medium
79,31.08,48,89.19,80.62,78.19,16,Email,Yes,Basic,90.91,34.96,41,52.6,79.64,27,94,54,No,52.56,0,1,C,Yes,Medium
11,74.16,13,19.23,49.61,50.25,50,Phone,Yes,Gold,49.91,50.34,37,49.5,42.73,82,3,87,No,72.18,1,0,C,No,Low
47,5.89,92,84.69,39.80,76.50,31,SMS,Yes,Basic,5.65,96.54,84,79.3,30.49,29,57,85,No,26.89,0,0,B,No,High
70,86.38,88,67.01,34.72,66.10,86,Email,Yes,Gold,83.52,88.24,90,39.4,85.96,57,4,64,No,27.52,1,1,D,Yes,Low
42,73.10,22,98.61,74.90,79.00,11,Phone,Yes,Platinum,14.54,48.54,93,48.7,40.48,65,94,5,No,13.28,1,0,D,Yes,High
41,94.19,16,38.85,25.71,54.92,74,SMS,Yes,Basic,78.51,15.70,25,67.2,97.48,38,23,87,No,69.74,0,1,D,No,High
76,12.87,53,30.83,75.23,80.41,7,Email,Yes,Basic,47.67,16.80,99,92.3,0.20,55,87,43,No,37.93,0,0,D,No,High
78,79.37,55,90.46,11.59,78.66,56,Phone,Yes,Gold,85.63,78.76,65,9.0,95.48,31,61,80,No,65.22,0,0,C,Yes,Medium
25,42.12,8,75.49,7.90,83.79,66,SMS,Yes,Platinum,26.46,13.71,38,98.7,16.10,83,65,2,No,97.11,0,1,D,No,High
38,70.82,80,20.94,49.61,50.25,50,Email,Yes,Platinum,37.09,9.98,0,57.5,30.15,2,86,58,No,86.52,1,1,D,Yes,High
80,30.98,3,8.26,10.95,89.08,40,Phone,Yes,Platinum,23.51,16.08,76,0.1,43.90,9,55,35,No,46.10,1,1,A,Yes,High
58,86.93,55,18.56,82.26,78.30,97,SMS,Yes,Gold,67.09,98.02,53,68.6,34.72,30,34,4,No,17.29,0,0,B,Yes,High
23,85.25,9,98.23,47.61,18.60,35,Email,Yes,Gold,55.44,12.95,68,84.4,57.23,30,12,2,No,62.85,0,1,A,Yes,Low
96,100.00,80,25.82,23.11,25.36,99,Phone,Yes,Platinum,81.96,59.76,17,17.5,49.24,95,90,17,No,58.88,0,1,C,No,Low
56,63.53,22,74.20,49.61,50.25,50,SMS,Yes,Basic,66.78,74.49,26,52.0,73.66,50,9,74,No,9.77,0,0,D,No,High
96,82.45,11,74.85,35.31,75.03,80,Email,Yes,Gold,32.34,8.03,3,11.0,0.42,33,30,11,No,99.19,0,1,D,No,Medium
88,78.65,29,8.36,48.78,5.48,100,Phone,Yes,Gold,41.13,11.83,24,67.3,82.99,98,13,16,No,26.04,1,0,C,No,Medium
62,50.23,33,68.89,28.00,64.32,96,SMS,Yes,Gold,80.92,32.58,71,43.4,81.85,30,94,57,No,41.94,1,1,A,Yes,Low
36,1.39,58,14.48,21.10,12.07,52,Email,Yes,Platinum,16.77,44.62,34,86.1,79.49,99,53,58,No,39.96,1,1,D,Yes,Medium
99,6.57,80,24.17,19.75,69.34,4,Phone,Yes,Platinum,46.21,91.55,72,12.6,35.45,93,73,59,No,39.81,1,0,D,No,High
45,2.27,55,38.19,24.98,98.55,43,SMS,Yes,Basic,39.31,33.64,47,85.7,19.28,61,4,32,No,7.43,0,1,C,No,Low
10,4.07,9,68.01,85.50,15.67,40,Email,Yes,Gold,95.33,72.86,96,27.7,58.77,73,71,2,No,92.81,0,1,B,Yes,Medium
22,3.39,29,3.81,14.13,63.61,75,Phone,Yes,Basic,31.68,71.29,36,34.9,19.40,59,81,47,No,83.84,0,1,A,No,High
57,66.78,53,14.76,70.91,49.27,63,SMS,Yes,Gold,45.94,22.69,24,63.2,5.90,43,52,31,No,5.68,1,1,A,Yes,High
93,47.26,45,53.07,6.54,90.85,67,Email,Yes,Platinum,16.34,74.90,58,46.1,97.76,85,70,38,No,53.17,1,0,A,No,Medium
4,76.54,2,51.73,57.35,76.12,76,Phone,Yes,Basic,51.10,33.31,23,12.0,29.51,46,48,58,No,91.99,0,0,D,Yes,High
58,88.76,76,86.74,5.94,31.81,32,SMS,Yes,Basic,38.44,22.16,29,18.2,19.79,22,2,72,No,2.27,1,0,A,No,Low
96,20.18,29,70.00,98.68,82.53,55,Email,Yes,Gold,31.13,25.88,39,83.7,15.04,31,26,30,No,24.43,0,0,A,No,Medium
22,28.50,12,72.11,79.19,39.43,69,Phone,Yes,Platinum,55.70,4.10,65,74.3,86.00,10,0,7,No,76.56,1,1,C,Yes,Medium
83,39.22,33,73.84,49.61,50.25,50,SMS,Yes,Platinum,26.60,94.33,1282,52.6,56.14,55,49,95,No,10.80,0,0,B,Yes,Medium
79,91.87,95,8.44,43.34,64.81,80,Email,Yes,Platinum,86.62,51.27,52,37.4,10.35,35,43,48,No,35.21,1,0,A,Yes,High
99,93.98,84,62.92,27.82,65.44,70,Phone,Yes,Gold,64.11,29.31,56,89.9,29.51,97,47,10,No,33.87,1,1,B,No,High
44,27.06,58,61.80,39.29,93.66,64,SMS,Yes,Gold,1104.93,23.03,60,40.2,14.99,41,31,11,No,49.86,1,0,B,Yes,Medium
48,89.31,56,13.73,49.61,50.25,50,Email,Yes,Platinum,0.20,68.37,46,10.3,85.62,20,33,18,No,75.81,0,1,A,No,Medium
32,85.19,2,62.54,39.42,66.60,20,Phone,Yes,Basic,97.47,24.90,10,59.0,42.00,76,53,51,No,12.64,0,0,B,No,Medium
95,55.31,93,68.90,92.64,31.78,9,SMS,Yes,Gold,57.96,91.49,18,61.7,4.98,14,44,82,No,97.41,1,1,A,No,Low
24,42.00,14,48.86,92.01,74.82,84,Email,Yes,Gold,75.43,20.56,86,45.8,1.64,64,68,55,No,48.23,1,1,A,No,High
33,37.97,49,3.02,59.30,35.79,56,Phone,Yes,Gold,50.11,78.89,70,85.5,0.74,26,55,94,No,45.66,1,1,D,Yes,Medium
32,8.97,5,43.91,34.69,55.53,71,SMS,Yes,Platinum,45.52,52.12,49,39.0,11.01,13,18,79,No,94.81,0,1,C,No,High
94,3.91,29,5.15,56.97,11.62,48,Email,Yes,Platinum,90.31,14.96,28,79.6,85.01,22,10,85,No,15.79,1,0,B,No,Medium
65,17.80,82,75.04,56.10,11.61,99,Phone,Yes,Basic,86.39,45.64,42,9.6,92.65,84,31,75,No,22.79,1,1,B,No,Medium
33,3.62,12,65.49,23.99,63.10,41,SMS,Yes,Gold,14.58,34.11,63,74.0,16.03,66,18,22,No,28.92,0,1,B,Yes,Low
18,36.69,12,64.20,66.91,66.42,54,Email,Yes,Basic,22.21,12.16,94,83.0,76.49,10,81,61,No,97.81,0,0,A,Yes,High
11,60.21,29,13.78,33.99,20.10,2,Phone,Yes,Gold,77.39,75.35,56,20.8,87.81,48,17,43,No,37.60,1,1,A,Yes,Medium
36,73.83,53,42.88,81.38,89.10,59,SMS,Yes,Platinum,43.22,26.24,47,44.7,20.95,90,89,76,No,37.03,0,0,A,Yes,Low
90,8.58,34,50.90,68.60,8.96,87,Email,Yes,Basic,15.35,80.03,86,98.2,11.57,53,8,16,No,6.34,1,1,B,Yes,Medium
100,34.74,91,94.83,49.61,50.25,50,Phone,Yes,Basic,83.10,74.50,28,1.7,23.73,57,8,66,No,16.94,1,1,A,Yes,Low
41,88.29,39,42.46,66.83,66.56,2,SMS,Yes,Gold,55.57,65.09,65,25.5,24.65,37,24,68,No,21.64,1,0,B,Yes,Low
34,85.12,49,91.53,10.18,66.86,89,Email,Yes,Platinum,96.13,63.35,64,67.2,3.98,45,8,32,No,65.63,0,1,A,Yes,Medium
15,42.76,38,98.02,45.63,86.09,89,Phone,Yes,Platinum,9.47,87.47,29,34.5,32.40,20,43,43,No,91.63,0,1,A,Yes,Medium
95,69.44,19,12.06,52.08,66.53,17,SMS,Yes,Platinum,66.42,78.93,10,20.4,3.81,14,91,22,No,69.16,1,1,D,No,Medium
1,5.35,49,33.05,40.82,99.78,78,Email,Yes,Gold,76.80,80.76,55,89.6,96.73,47,22,52,No,29.29,0,1,B,No,Low
85,71.48,83,19.97,3.46,85.05,39,Phone,Yes,Gold,15.01,56.67,945,53.5,90.37,16,49,16,No,93.22,1,1,D,Yes,High
88,11.75,48,67.62,89.71,38.20,31,SMS,Yes,Platinum,45.86,14.61,39,72.3,36.69,31,78,99,No,84.63,1,1,C,Yes,High
69,90.01,68,76.12,21.60,91.26,45,Email,Yes,Basic,18.41,25.63,3,9.1,59.26,87,45,63,No,35.68,0,0,D,Yes,Medium
8,50.52,29,60.08,42.83,30.67,25,Phone,Yes,Gold,77.35,48.50,7,16.5,89.29,60,18,70,No,33.07,1,0,C,Yes,High
46,40.53,37,45.89,31.82,61.22,6,SMS,Yes,Gold,44.99,77.35,83,20.4,67.72,19,12,93,No,22.81,1,0,C,No,High
41,33.60,57,55.89,35.94,85.06,5,Email,Yes,Gold,80.39,60.27,42,62.9,9.26,76,54,96,No,15.17,0,0,D,No,High
97,94.06,95,22.10,72.86,94.54,57,Phone,Yes,Platinum,70.32,29.36,19,62.4,48.28,67,11,14,No,25.88,0,0,B,No,Medium
92,78.72,63,90.89,26.59,42.17,9,SMS,Yes,Platinum,6.40,3.25,42,18.9,75.88,67,33,5,No,69.17,1,0,D,No,Medium
92,46.62,96,53.86,23.51,97.47,24,Email,Yes,Basic,41.13,97.20,18,40.9,63.98,98,30,40,No,25.27,1,1,C,No,High
49,82.99,45,12.19,4.08,77.78,33,Phone,Yes,Gold,56.45,45.71,91,45.8,10.41,60,62,77,No,44.31,0,1,C,No,High
23,49.69,26,36.80,3.17,16.06,40,SMS,Yes,Basic,74.90,29.45,71,36.9,80.20,17,16,68,No,14.30,0,1,A,No,Low
80,34.28,95,56.80,7.22,70.31,54,Email,Yes,Gold,65.68,45.87,27,69.4,66.82,86,88,56,No,52.96,0,0,C,Yes,Low
95,29.86,37,66.76,60.04,0.19,31,Phone,Yes,Platinum,28.39,10.21,21,17.7,23.74,23,48,32,No,34.41,0,1,C,No,High
10,34.48,65,51.89,24.29,76.73,13,SMS,Yes,Basic,67.88,97.69,83,16.0,52.05,42,99,96,No,90.87,1,0,B,Yes,High
33,81.67,99,84.08,34.61,71.13,53,Email,Yes,Basic,77.37,76.12,96,5.8,34.58,48,31,31,No,81.30,1,1,B,Yes,Medium
79,7.15,64,14.93,97.15,89.88,95,SMS,Yes,Gold,60.04,23.27,77,64.4,57.16,83,50,27,No,95.71,0,1,C,Yes,Medium
16,53.70,21,45.33,17.06,22.25,21,SMS,Yes,Platinum,22.07,41.66,2,10.5,89.63,84,84,41,No,10.79,0,1,D,No,Low
10,77.44,28,48.09,92.89,75.22,5,SMS,Yes,Platinum,72.03,15.68,87,77.3,89.08,34,28,15,No,17.68,0,1,B,No,High
56,99.39,7,86.72,42.77,45.51,13,SMS,Yes,Platinum,48.33,14.73,14,87.7,92.13,96,68,77,No,65.89,0,1,B,Yes,High
46,2.94,27,72.89,51.24,43.55,31,SMS,Yes,Gold,3.05,48.10,33,51.1,60.62,20,78,48,No,2.51,0,1,C,No,Low
42,41.70,91,53.84,35.37,71.89,62,SMS,Yes,Gold,7.16,94.26,18,19.4,64.70,72,74,38,No,54.40,0,1,D,Yes,Low
90,20.16,94,68.79,61.83,42.21,96,SMS,Yes,Platinum,28.48,29.15,1008,12.9,82.30,63,54,23,No,80.50,0,0,B,Yes,Medium
21,79.45,88,5.92,77.24,85.28,99,SMS,Yes,Basic,9.40,52.37,51,60.7,33.08,93,27,65,No,26.67,1,0,C,Yes,High
8,71.38,17,74.05,14.13,83.25,68,SMS,Yes,Gold,90.41,11.85,47,23.7,99.63,59,15,67,No,60.50,1,1,D,Yes,High
75,87.79,79,12.55,77.35,58.16,47,SMS,Yes,Gold,52.58,17.36,55,35.4,90.74,95,98,90,No,70.61,0,1,C,No,Low
93,54.00,19,52.69,70.69,76.98,52,SMS,Yes,Gold,27.07,81.18,35,31.2,86.31,87,40,1,No,90.93,1,0,D,Yes,High
